"Year","Age","Female","Male","Total"
1886,"51",107.26,142.48,249.74
1886,"52",110,148.93,258.93
1886,"53",113.74,155.26,269
1886,"54",118.46,161.45,279.91
1886,"55",124.26,167.73,291.99
1886,"56",131.36,174.93,306.29
1886,"57",139.83,183.26,323.09
1886,"58",149.67,192.74,342.41
1886,"59",160.88,203.35,364.23
1886,"60",173.1,214.67,387.77
1886,"61",184.87,224.94,409.81
1886,"62",195.82,233.7,429.52
1886,"63",205.95,240.97,446.92
1886,"64",215.27,246.74,462.01
1886,"65",223.54,250.88,474.42
1886,"66",229.85,252.9,482.75
1886,"67",233.98,252.66,486.64
1886,"68",235.93,250.16,486.09
1886,"69",235.7,245.4,481.1
1886,"70",233.84,239.09,472.93
1886,"71",232.58,234.06,466.64
1886,"72",232.45,231.02,463.47
1886,"73",233.48,229.95,463.43
1886,"74",235.65,230.87,466.52
1886,"75",238.44,232.71,471.15
1886,"76",239.68,231.24,470.92
1886,"77",238.87,225.38,464.25
1886,"78",235.98,215.14,451.12
1886,"79",231.03,200.52,431.55
1886,"80",223.76,182.31,406.07
1886,"81",213.21,163.69,376.9
1886,"82",199.13,145.43,344.56
1886,"83",181.52,127.54,309.06
1886,"84",160.38,110.03,270.41
1886,"85",136.72,93.07,229.79
1886,"86",114.55,77.49,192.04
1886,"87",94.9,63.45,158.35
1886,"88",77.74,50.96,128.7
1886,"89",63.09,40.04,103.13
1886,"90",50.78,30.64,81.42
1886,"91",40.22,22.7,62.92
1886,"92",31.23,16.18,47.41
1886,"93",23.8,11.08,34.88
1886,"94",17.97,7.4,25.37
1886,"95",13.54,4.98,18.52
1886,"96",9.93,3.16,13.09
1886,"97",6.96,1.77,8.73
1886,"98",4.63,0.81,5.44
1886,"99",2.94,0.28,3.22
1886,"100",1.64,0,1.64
1886,"101",1.02,0,1.02
1886,"102",0.34,0,0.34
1886,"103",0,0,0
1886,"104",0,0,0
1886,"105",0,0,0
1886,"106",0,0,0
1886,"107",0,0,0
1886,"108",0,0,0
1886,"109",0,0,0
1886,"110",0,0,0
1887,"0",3623,4595,8218
1887,"1",756,851,1607
1887,"2",406,455,861
1887,"3",277,330,607
1887,"4",254,241,495
1887,"5",214.85,191.99,406.84
1887,"6",176.09,161.85,337.94
1887,"7",146.06,136.76,282.82
1887,"8",124.78,116.71,241.49
1887,"9",112.23,101.7,213.93
1887,"10",107.15,91.39,198.54
1887,"11",104.46,84.31,188.77
1887,"12",102.89,80.12,183.01
1887,"13",102.42,78.8,181.22
1887,"14",103.07,80.38,183.45
1887,"15",104.58,84.38,188.96
1887,"16",105.98,89.01,194.99
1887,"17",106.98,93.82,200.8
1887,"18",107.61,98.82,206.43
1887,"19",107.86,103.99,211.85
1887,"20",107.83,108.91,216.74
1887,"21",107.9,111.81,219.71
1887,"22",108.19,112.25,220.44
1887,"23",108.69,110.24,218.93
1887,"24",109.39,105.79,215.18
1887,"25",110.33,99.53,209.86
1887,"26",111.6,94.14,205.74
1887,"27",113.24,90.28,203.52
1887,"28",115.24,87.94,203.18
1887,"29",117.6,87.12,204.72
1887,"30",120.06,87.55,207.61
1887,"31",121.5,88.12,209.62
1887,"32",121.67,88.55,210.22
1887,"33",120.58,88.83,209.41
1887,"34",118.19,88.96,207.15
1887,"35",114.82,89.1,203.92
1887,"36",111.53,89.83,201.36
1887,"37",108.62,91.28,199.9
1887,"38",106.09,93.45,199.54
1887,"39",103.94,96.35,200.29
1887,"40",102.13,99.89,202.02
1887,"41",100.61,103.68,204.29
1887,"42",99.35,107.64,206.99
1887,"43",98.34,111.75,210.09
1887,"44",97.57,116.04,213.61
1887,"45",97.11,120.47,217.58
1887,"46",97.13,124.92,222.05
1887,"47",97.68,129.39,227.07
1887,"48",98.74,133.87,232.61
1887,"49",100.33,138.36,238.69
1887,"50",102.49,142.9,245.39
1887,"51",105.37,147.63,253
1887,"52",109.02,152.58,261.6
1887,"53",113.45,157.75,271.2
1887,"54",118.66,163.15,281.81
1887,"55",124.67,168.77,293.44
1887,"56",131.63,174.64,306.27
1887,"57",139.6,180.75,320.35
1887,"58",148.57,187.11,335.68
1887,"59",158.54,193.72,352.26
1887,"60",169.38,200.79,370.17
1887,"61",180.62,209.26,389.88
1887,"62",192.13,219.37,411.5
1887,"63",203.9,231.1,435
1887,"64",215.95,244.47,460.42
1887,"65",227.82,258.36,486.18
1887,"66",237.77,268.37,506.14
1887,"67",245.36,273.39,518.75
1887,"68",250.59,273.42,524.01
1887,"69",253.47,268.47,521.94
1887,"70",254.3,259.55,513.85
1887,"71",254.39,250.79,505.18
1887,"72",254.03,243.21,497.24
1887,"73",253.25,236.82,490.07
1887,"74",252.04,231.62,483.66
1887,"75",250.35,227.37,477.72
1887,"76",247.98,223.16,471.14
1887,"77",244.91,218.78,463.69
1887,"78",241.13,214.21,455.34
1887,"79",236.62,209.47,446.09
1887,"80",230.81,203.82,434.63
1887,"81",221.31,194.4,415.71
1887,"82",207.49,180.49,387.98
1887,"83",189.39,162.09,351.48
1887,"84",166.99,139.2,306.19
1887,"85",141.53,113.18,254.71
1887,"86",118,89.5,207.5
1887,"87",97.63,69.5,167.13
1887,"88",80.43,53.21,133.64
1887,"89",66.41,40.61,107.02
1887,"90",55.19,31.28,86.47
1887,"91",45.31,23.6,68.91
1887,"92",36.42,17.17,53.59
1887,"93",28.5,11.96,40.46
1887,"94",21.58,7.99,29.57
1887,"95",15.65,5.15,20.8
1887,"96",10.76,2.99,13.75
1887,"97",6.94,1.42,8.36
1887,"98",4.17,0.43,4.6
1887,"99",2.47,0.02,2.49
1887,"100",2.08,1,3.08
1887,"101",1.2,0,1.2
1887,"102",0.73,0,0.73
1887,"103",0,0,0
1887,"104",0,0,0
1887,"105",0,0,0
1887,"106",0,0,0
1887,"107",0,0,0
1887,"108",0,0,0
1887,"109",0,0,0
1887,"110",0,0,0
1888,"0",4121,5106,9227
1888,"1",813,867,1680
1888,"2",394,393,787
1888,"3",293,285,578
1888,"4",247,246,493
1888,"5",209.18,201.19,410.37
1888,"6",181.23,165.38,346.61
1888,"7",157.64,136.68,294.32
1888,"8",138.41,115.1,253.51
1888,"9",123.54,100.63,224.17
1888,"10",112.88,92.39,205.27
1888,"11",105.81,86.86,192.67
1888,"12",102.17,83.17,185.34
1888,"13",101.96,81.3,183.26
1888,"14",105.18,81.28,186.46
1888,"15",110.91,82.99,193.9
1888,"16",115.41,86.1,201.51
1888,"17",117.76,90.5,208.26
1888,"18",117.94,96.2,214.14
1888,"19",115.98,103.2,219.18
1888,"20",112.49,110.7,223.19
1888,"21",110,115.47,225.47
1888,"22",109.16,116.72,225.88
1888,"23",109.95,114.45,224.4
1888,"24",112.39,108.66,221.05
1888,"25",115.96,100.4,216.36
1888,"26",118.65,93.89,212.54
1888,"27",119.98,90.19,210.17
1888,"28",119.92,89.3,209.22
1888,"29",118.5,91.2,209.7
1888,"30",116.05,95.16,211.21
1888,"31",114.04,98.13,212.17
1888,"32",112.82,99.35,212.17
1888,"33",112.37,98.82,211.19
1888,"34",112.72,96.53,209.25
1888,"35",113.57,93.07,206.64
1888,"36",113.84,90.74,204.58
1888,"37",113.25,90.1,203.35
1888,"38",111.81,91.17,202.98
1888,"39",109.51,93.92,203.43
1888,"40",106.61,98.01,204.62
1888,"41",104.13,101.93,206.06
1888,"42",102.32,105.33,207.65
1888,"43",101.2,108.2,209.4
1888,"44",100.75,110.53,211.28
1888,"45",100.95,112.62,213.57
1888,"46",101.58,115.67,217.25
1888,"47",102.61,119.95,222.56
1888,"48",104.02,125.48,229.5
1888,"49",105.84,132.26,238.1
1888,"50",108.13,139.78,247.91
1888,"51",111.25,146.04,257.29
1888,"52",115.28,150.55,265.83
1888,"53",120.24,153.31,273.55
1888,"54",126.1,154.31,280.41
1888,"55",132.82,154.52,287.34
1888,"56",140.15,157.77,297.92
1888,"57",148.05,165,313.05
1888,"58",156.49,176.25,332.74
1888,"59",165.5,191.48,356.98
1888,"60",175.1,209.35,384.45
1888,"61",185.51,224.48,409.99
1888,"62",196.76,235.5,432.26
1888,"63",208.85,242.43,451.28
1888,"64",221.79,245.24,467.03
1888,"65",234.9,244.8,479.7
1888,"66",245.47,244.51,489.98
1888,"67",252.82,245.21,498.03
1888,"68",256.95,246.9,503.85
1888,"69",257.86,249.58,507.44
1888,"70",256.27,252.56,508.83
1888,"71",254.95,253,507.95
1888,"72",254.62,250.23,504.85
1888,"73",255.27,244.22,499.49
1888,"74",256.89,234.99,491.88
1888,"75",258.96,223.26,482.22
1888,"76",259.23,212.01,471.24
1888,"77",257.15,201.98,459.13
1888,"78",252.72,193.17,445.89
1888,"79",245.95,185.57,431.52
1888,"80",236.67,178.57,415.24
1888,"81",224.25,169.64,393.89
1888,"82",208.51,158.16,366.67
1888,"83",189.46,144.11,333.57
1888,"84",167.11,127.52,294.63
1888,"85",142.42,109.08,251.5
1888,"86",119.33,91.59,210.92
1888,"87",98.82,75.74,174.56
1888,"88",80.89,61.56,142.45
1888,"89",65.53,49.03,114.56
1888,"90",52.61,38.14,90.75
1888,"91",41.46,28.88,70.34
1888,"92",31.96,21.2,53.16
1888,"93",24.09,15.13,39.22
1888,"94",17.86,10.66,28.52
1888,"95",13.13,7.6,20.73
1888,"96",9.29,5.21,14.5
1888,"97",6.23,3.31,9.54
1888,"98",3.94,1.9,5.84
1888,"99",2.41,0.97,3.38
1888,"100",1.71,0,1.71
1888,"101",0.99,0,0.99
1888,"102",0.31,0,0.31
1888,"103",0,0,0
1888,"104",0,0,0
1888,"105",0,0,0
1888,"106",0,0,0
1888,"107",0,0,0
1888,"108",0,0,0
1888,"109",0,0,0
1888,"110",0,0,0
1889,"0",3986,4856,8842
1889,"1",981,1028,2009
1889,"2",520,555,1075
1889,"3",396,433,829
1889,"4",288,283,571
1889,"5",228.51,222.32,450.83
1889,"6",194.33,196.94,391.27
1889,"7",166.87,172.78,339.65
1889,"8",146.15,149.83,295.98
1889,"9",132.15,128.11,260.26
1889,"10",124,108.2,232.2
1889,"11",118.21,92.55,210.76
1889,"12",113.92,81.74,195.66
1889,"13",111.1,75.79,186.89
1889,"14",109.77,74.7,184.47
1889,"15",109.53,77.74,187.27
1889,"16",108.68,82.03,190.71
1889,"17",106.81,86.86,193.67
1889,"18",103.94,92.23,196.17
1889,"19",100.05,98.13,198.18
1889,"20",95.74,104.07,199.81
1889,"21",93.4,108.03,201.43
1889,"22",93.64,109.49,203.13
1889,"23",96.43,108.46,204.89
1889,"24",101.79,104.95,206.74
1889,"25",108.89,99.57,208.46
1889,"26",114.34,94.88,209.22
1889,"27",117.28,91.49,208.77
1889,"28",117.76,89.41,207.17
1889,"29",115.73,88.64,204.37
1889,"30",111.84,89.01,200.85
1889,"31",108.58,89.82,198.4
1889,"32",106.56,90.92,197.48
1889,"33",105.77,92.29,198.06
1889,"34",106.24,93.95,200.19
1889,"35",107.7,95.75,203.45
1889,"36",109.18,97.12,206.3
1889,"37",110.42,97.96,208.38
1889,"38",111.45,98.23,209.68
1889,"39",112.24,97.94,210.18
1889,"40",112.73,97.44,210.17
1889,"41",112.63,98.07,210.7
1889,"42",111.87,100.14,212.01
1889,"43",110.43,103.68,214.11
1889,"44",108.33,108.67,217
1889,"45",105.91,114.71,220.62
1889,"46",104.6,120.21,224.81
1889,"47",104.74,124.76,229.5
1889,"48",106.35,128.34,234.69
1889,"49",109.4,130.97,240.37
1889,"50",113.45,132.91,246.36
1889,"51",116.7,135.18,251.88
1889,"52",118.67,138.02,256.69
1889,"53",119.37,141.44,260.81
1889,"54",118.81,145.45,264.26
1889,"55",117.79,150.15,267.94
1889,"56",119.52,155.96,275.48
1889,"57",124.83,162.98,287.81
1889,"58",133.71,171.22,304.93
1889,"59",146.15,180.68,326.83
1889,"60",161.36,191.17,352.53
1889,"61",176.08,201.91,377.99
1889,"62",189.5,212.73,402.23
1889,"63",201.62,223.62,425.24
1889,"64",212.44,234.57,447.01
1889,"65",222.03,245.19,467.22
1889,"66",230.62,253.86,484.48
1889,"67",238.31,260.16,498.47
1889,"68",245.08,264.11,509.19
1889,"69",250.94,265.68,516.62
1889,"70",255.91,264.98,520.89
1889,"71",260.1,262.3,522.4
1889,"72",263.55,257.71,521.26
1889,"73",266.25,251.21,517.46
1889,"74",268.19,242.81,511
1889,"75",268.92,232.99,501.91
1889,"76",266.49,223.64,490.13
1889,"77",260.43,215.24,475.67
1889,"78",250.74,207.81,458.55
1889,"79",237.42,201.33,438.75
1889,"80",221.27,195.05,416.32
1889,"81",205.43,185.98,391.41
1889,"82",190.69,173.35,364.04
1889,"83",177.06,157.17,334.23
1889,"84",164.55,137.44,301.99
1889,"85",152.62,115.13,267.75
1889,"86",139.16,94.11,233.27
1889,"87",123.65,75.35,199
1889,"88",106.09,58.84,164.93
1889,"89",86.47,44.59,131.06
1889,"90",65.75,32.59,98.34
1889,"91",47.68,22.79,70.47
1889,"92",33.2,15.2,48.4
1889,"93",22.32,9.8,32.12
1889,"94",15.04,6.61,21.65
1889,"95",10.85,5.25,16.1
1889,"96",7.74,4.28,12.02
1889,"97",5.21,3.36,8.57
1889,"98",3.28,2.48,5.76
1889,"99",1.91,1.63,3.54
1889,"100",1,0,1
1889,"101",0,0,0
1889,"102",0,0,0
1889,"103",0,0,0
1889,"104",0,0,0
1889,"105",0,0,0
1889,"106",0,0,0
1889,"107",0,0,0
1889,"108",0,0,0
1889,"109",0,0,0
1889,"110",0,0,0
1890,"0",4223,5145,9368
1890,"1",1105,1217,2322
1890,"2",565,654,1219
1890,"3",441,451,892
1890,"4",342,322,664
1890,"5",283.08,267.58,550.66
1890,"6",248.07,238.79,486.86
1890,"7",219.22,211.99,431.21
1890,"8",196.56,187.21,383.77
1890,"9",180.06,164.43,344.49
1890,"10",168.85,144.05,312.9
1890,"11",159.38,127.66,287.04
1890,"12",150.76,115.63,266.39
1890,"13",142.97,107.98,250.95
1890,"14",136.04,104.69,240.73
1890,"15",129.88,105.07,234.95
1890,"16",124.17,106.3,230.47
1890,"17",118.82,107.66,226.48
1890,"18",113.86,109.16,223.02
1890,"19",109.26,110.79,220.05
1890,"20",105.23,112.31,217.54
1890,"21",102.56,112.72,215.28
1890,"22",101.44,111.76,213.2
1890,"23",101.89,109.44,211.33
1890,"24",103.88,105.76,209.64
1890,"25",107.02,101.12,208.14
1890,"26",109.69,97.13,206.82
1890,"27",111.48,94.16,205.64
1890,"28",112.39,92.24,204.63
1890,"29",112.42,91.35,203.77
1890,"30",111.77,91.47,203.24
1890,"31",111.25,92.43,203.68
1890,"32",111.06,94.2,205.26
1890,"33",111.22,96.77,207.99
1890,"34",111.71,100.15,211.86
1890,"35",112.41,103.89,216.3
1890,"36",112.87,106.21,219.08
1890,"37",112.96,106.66,219.62
1890,"38",112.69,105.26,217.95
1890,"39",112.05,101.99,214.04
1890,"40",111.13,97.58,208.71
1890,"41",110.35,94.86,205.21
1890,"42",109.78,94.58,204.36
1890,"43",109.43,96.72,206.15
1890,"44",109.3,101.27,210.57
1890,"45",109.43,107.85,217.28
1890,"46",109.91,114.83,224.74
1890,"47",110.8,121.81,232.61
1890,"48",112.09,128.77,240.86
1890,"49",113.77,135.74,249.51
1890,"50",115.74,142.48,258.22
1890,"51",117.59,148.15,265.74
1890,"52",119.22,152.5,271.72
1890,"53",120.63,155.56,276.19
1890,"54",121.82,157.31,279.13
1890,"55",123.26,158.37,281.63
1890,"56",126.87,161.1,287.97
1890,"57",133.14,166.12,299.26
1890,"58",142.07,173.42,315.49
1890,"59",153.65,183,336.65
1890,"60",167.41,194.36,361.77
1890,"61",181.47,205.49,386.96
1890,"62",195.37,215.92,411.29
1890,"63",209.09,225.62,434.71
1890,"64",222.65,234.61,457.26
1890,"65",235.98,242.94,478.92
1890,"66",248.83,250.89,499.72
1890,"67",261.14,258.52,519.66
1890,"68",272.9,265.83,538.73
1890,"69",284.13,272.83,556.96
1890,"70",294.08,278.76,572.84
1890,"71",299.75,280.55,580.3
1890,"72",300.41,277.47,577.88
1890,"73",296.06,269.52,565.58
1890,"74",286.7,256.69,543.39
1890,"75",273.7,240.44,514.14
1890,"76",262.54,226.62,489.16
1890,"77",254.58,216.7,471.28
1890,"78",249.85,210.69,460.54
1890,"79",248.32,208.56,456.88
1890,"80",248.52,208.71,457.23
1890,"81",244.48,204.67,449.15
1890,"82",234.72,194.81,429.53
1890,"83",219.24,179.15,398.39
1890,"84",198.04,157.66,355.7
1890,"85",172.37,131.84,304.21
1890,"86",147.31,107.63,254.94
1890,"87",124.13,86.51,210.64
1890,"88",102.82,68.48,171.3
1890,"89",83.38,53.54,136.92
1890,"90",65.91,41.46,107.37
1890,"91",50.8,31.27,82.07
1890,"92",38.15,22.74,60.89
1890,"93",27.94,15.87,43.81
1890,"94",20.19,10.66,30.85
1890,"95",14.64,6.96,21.6
1890,"96",10.23,4.14,14.37
1890,"97",6.71,2.06,8.77
1890,"98",4.08,0.72,4.8
1890,"99",2.34,0.12,2.46
1890,"100",1.52,1,2.52
1890,"101",0.48,0,0.48
1890,"102",0,0,0
1890,"103",0,0,0
1890,"104",0,0,0
1890,"105",0,0,0
1890,"106",0,0,0
1890,"107",0,0,0
1890,"108",0,0,0
1890,"109",0,0,0
1890,"110",0,0,0
1891,"0",4163,5310,9473
1891,"1",865,915,1780
1891,"2",469,478,947
1891,"3",420,381,801
1891,"4",315,320,635
1891,"5",248.62,264.66,513.28
1891,"6",210.63,222.13,432.76
1891,"7",181.32,187.29,368.61
1891,"8",160.69,160.17,320.86
1891,"9",148.74,140.75,289.49
1891,"10",143.89,128.1,271.99
1891,"11",139.88,118.57,258.45
1891,"12",135.14,111.22,246.36
1891,"13",129.66,106.05,235.71
1891,"14",123.45,103.06,226.51
1891,"15",116.87,102.09,218.96
1891,"16",111.48,102.56,214.04
1891,"17",107.64,104.32,211.96
1891,"18",105.36,107.36,212.72
1891,"19",104.64,111.67,216.31
1891,"20",105.22,116.51,221.73
1891,"21",106.13,118.89,225.02
1891,"22",107.12,118.02,225.14
1891,"23",108.19,113.95,222.14
1891,"24",109.34,106.63,215.97
1891,"25",110.52,97.08,207.6
1891,"26",111.56,89.18,200.74
1891,"27",112.4,83.95,196.35
1891,"28",113.04,81.37,194.41
1891,"29",113.49,81.42,194.91
1891,"30",113.75,83.79,197.54
1891,"31",113.88,87.1,200.98
1891,"32",113.91,91.01,204.92
1891,"33",113.83,95.51,209.34
1891,"34",113.63,100.6,214.23
1891,"35",113.28,105.89,219.17
1891,"36",112.65,109.71,222.36
1891,"37",111.72,111.67,223.39
1891,"38",110.46,111.75,222.21
1891,"39",108.89,109.97,218.86
1891,"40",107.09,106.79,213.88
1891,"41",105.43,104.11,209.54
1891,"42",103.97,102.42,206.39
1891,"43",102.75,101.7,204.45
1891,"44",101.75,101.97,203.72
1891,"45",101.18,103.43,204.61
1891,"46",101.89,107,208.89
1891,"47",104.1,112.88,216.98
1891,"48",107.81,121.09,228.9
1891,"49",113.01,131.6,244.61
1891,"50",119.25,143.5,262.75
1891,"51",124.73,152.99,277.72
1891,"52",129.01,159.14,288.15
1891,"53",132.07,161.96,294.03
1891,"54",133.92,161.42,295.34
1891,"55",134.98,158.8,293.78
1891,"56",136.85,159.17,296.02
1891,"57",139.97,163.76,303.73
1891,"58",144.32,172.6,316.92
1891,"59",149.9,185.67,335.57
1891,"60",156.9,201.73,358.63
1891,"61",166.09,215.85,381.94
1891,"62",177.64,226.78,404.42
1891,"63",191.54,234.53,426.07
1891,"64",207.82,239.1,446.92
1891,"65",225.43,241.34,466.77
1891,"66",240.18,244.64,484.82
1891,"67",251.07,249.87,500.94
1891,"68",258.09,257.04,515.13
1891,"69",261.23,266.12,527.35
1891,"70",261.25,275.9,537.15
1891,"71",261.22,281.53,542.75
1891,"72",261.9,281.78,543.68
1891,"73",263.27,276.65,539.92
1891,"74",265.36,266.14,531.5
1891,"75",267.46,251.35,518.81
1891,"76",266.78,236.73,503.51
1891,"77",262.66,223.34,486
1891,"78",255.07,211.22,466.29
1891,"79",244.02,200.35,444.37
1891,"80",230.01,190.25,420.26
1891,"81",215,179.03,394.03
1891,"82",199.5,166.21,365.71
1891,"83",183.49,151.77,335.26
1891,"84",166.99,135.73,302.72
1891,"85",150.02,118.49,268.51
1891,"86",132.66,101.6,234.26
1891,"87",114.95,85.45,200.4
1891,"88",96.89,70.06,166.95
1891,"89",78.47,55.4,133.87
1891,"90",60.25,41.77,102.02
1891,"91",44.45,30.17,74.62
1891,"92",31.62,20.89,52.51
1891,"93",21.78,13.92,35.7
1891,"94",14.9,9.25,24.15
1891,"95",10.62,6.58,17.2
1891,"96",7.41,4.62,12.03
1891,"97",4.91,3.02,7.93
1891,"98",3.09,1.81,4.9
1891,"99",1.97,0.97,2.94
1891,"100",2.05,0,2.05
1891,"101",1.23,0,1.23
1891,"102",0.72,0,0.72
1891,"103",0,0,0
1891,"104",0,0,0
1891,"105",0,0,0
1891,"106",0,0,0
1891,"107",0,0,0
1891,"108",0,0,0
1891,"109",0,0,0
1891,"110",0,0,0
1892,"0",3908,4903,8811
1892,"1",961,1020,1981
1892,"2",535,595,1130
1892,"3",426,449,875
1892,"4",384,346,730
1892,"5",313.7,286.79,600.49
1892,"6",250.12,245.91,496.03
1892,"7",202.57,209.91,412.48
1892,"8",171.06,178.8,349.86
1892,"9",155.55,152.58,308.13
1892,"10",153.13,131.18,284.31
1892,"11",151.96,114.26,266.22
1892,"12",149.1,101.78,250.88
1892,"13",144.54,93.71,238.25
1892,"14",138.28,90.08,228.36
1892,"15",130.79,90.41,221.2
1892,"16",123.91,92.85,216.76
1892,"17",118.12,96.95,215.07
1892,"18",113.4,102.7,216.1
1892,"19",109.76,110.1,219.86
1892,"20",107.12,118.21,225.33
1892,"21",105.1,123.18,228.28
1892,"22",103.65,124.09,227.74
1892,"23",102.75,120.89,223.64
1892,"24",102.39,113.62,216.01
1892,"25",102.61,103.38,205.99
1892,"26",103.56,94.6,198.16
1892,"27",105.25,88.41,193.66
1892,"28",107.69,84.82,192.51
1892,"29",110.89,83.79,194.68
1892,"30",114.51,85.07,199.58
1892,"31",117.2,87.49,204.69
1892,"32",118.65,90.75,209.4
1892,"33",118.85,94.87,213.72
1892,"34",117.8,99.83,217.63
1892,"35",115.73,105.12,220.85
1892,"36",113.5,108.75,222.25
1892,"37",111.33,110.19,221.52
1892,"38",109.23,109.44,218.67
1892,"39",107.21,106.5,213.71
1892,"40",105.3,102.23,207.53
1892,"41",103.74,100.06,203.8
1892,"42",102.59,100.85,203.44
1892,"43",101.85,104.59,206.44
1892,"44",101.51,111.28,212.79
1892,"45",101.68,120.13,221.81
1892,"46",102.79,127.97,230.76
1892,"47",104.95,134.01,238.96
1892,"48",108.16,138.23,246.39
1892,"49",112.41,140.65,253.06
1892,"50",117.43,141.9,259.33
1892,"51",122.13,144.58,266.71
1892,"52",126.21,149.33,275.54
1892,"53",129.69,156.15,285.84
1892,"54",132.55,165.03,297.58
1892,"55",135.13,175.38,310.51
1892,"56",138.73,184.77,323.5
1892,"57",143.66,192.58,336.24
1892,"58",149.93,198.81,348.74
1892,"59",157.54,203.47,361.01
1892,"60",166.46,207.11,373.57
1892,"61",176.62,211.98,388.6
1892,"62",187.99,218.63,406.62
1892,"63",200.56,227.04,427.6
1892,"64",214.35,237.24,451.59
1892,"65",229.25,248.85,478.1
1892,"66",244.84,260.43,505.27
1892,"67",261.02,271.59,532.61
1892,"68",277.78,282.38,560.16
1892,"69",295.12,292.75,587.87
1892,"70",311.73,301.91,613.64
1892,"71",322.31,306.57,628.88
1892,"72",325.55,305.92,631.47
1892,"73",321.44,299.95,621.39
1892,"74",309.98,288.65,598.63
1892,"75",292.87,273.08,565.95
1892,"76",276.89,257.35,534.24
1892,"77",263.76,242.52,506.28
1892,"78",253.46,228.56,482.02
1892,"79",246,215.5,461.5
1892,"80",240.39,202.94,443.33
1892,"81",232.69,189.36,422.05
1892,"82",221.88,174.39,396.27
1892,"83",208.01,158.04,366.05
1892,"84",191.03,140.29,331.32
1892,"85",171.49,121.55,293.04
1892,"86",151.49,103.5,254.99
1892,"87",131.54,86.51,218.05
1892,"88",111.66,70.63,182.29
1892,"89",91.83,55.81,147.64
1892,"90",72.49,42.26,114.75
1892,"91",55.34,30.73,86.07
1892,"92",40.79,21.4,62.19
1892,"93",28.85,14.27,43.12
1892,"94",19.52,9.34,28.86
1892,"95",12.6,6.34,18.94
1892,"96",7.29,4.14,11.43
1892,"97",3.39,2.47,5.86
1892,"98",0.73,1.33,2.06
1892,"99",0,0.73,0.73
1892,"100",1,1.51,2.51
1892,"101",0,0.49,0.49
1892,"102",0,0,0
1892,"103",0,0,0
1892,"104",0,0,0
1892,"105",0,0,0
1892,"106",0,0,0
1892,"107",0,0,0
1892,"108",0,0,0
1892,"109",0,0,0
1892,"110",0,0,0
1893,"0",4032,5085,9117
1893,"1",962,1023,1985
1893,"2",569,593,1162
1893,"3",441,431,872
1893,"4",347,370,717
1893,"5",282.74,308.78,591.52
1893,"6",236.59,253.56,490.15
1893,"7",199.82,208.07,407.89
1893,"8",172.43,172.31,344.74
1893,"9",154.42,146.29,300.71
1893,"10",144.44,129.03,273.47
1893,"11",137.12,116.78,253.9
1893,"12",131.1,108.56,239.66
1893,"13",126.38,104.38,230.76
1893,"14",122.96,104.25,227.21
1893,"15",120.54,107.32,227.86
1893,"16",117.84,110.29,228.13
1893,"17",114.58,112.33,226.91
1893,"18",110.73,113.43,224.16
1893,"19",106.3,113.62,219.92
1893,"20",101.64,112.84,214.48
1893,"21",98.12,111.05,209.17
1893,"22",96.11,108.24,204.35
1893,"23",95.58,104.38,199.96
1893,"24",96.56,99.5,196.06
1893,"25",98.81,94.12,192.93
1893,"26",101.49,90.43,191.92
1893,"27",104.39,88.97,193.36
1893,"28",107.5,89.74,197.24
1893,"29",110.83,92.73,203.56
1893,"30",114.18,97.34,211.52
1893,"31",116.76,101.07,217.83
1893,"32",118.37,103.29,221.66
1893,"33",119.01,104.03,223.04
1893,"34",118.69,103.28,221.97
1893,"35",117.6,101.46,219.06
1893,"36",116.6,100.38,216.98
1893,"37",115.91,100.44,216.35
1893,"38",115.5,101.67,217.17
1893,"39",115.39,104.04,219.43
1893,"40",115.56,107.32,222.88
1893,"41",115.87,110.41,226.28
1893,"42",116.29,113.05,229.34
1893,"43",116.82,115.25,232.07
1893,"44",117.48,116.99,234.47
1893,"45",118.27,118.55,236.82
1893,"46",119.33,121.01,240.34
1893,"47",120.7,124.64,245.34
1893,"48",122.37,129.43,251.8
1893,"49",124.33,135.38,259.71
1893,"50",126.71,142.31,269.02
1893,"51",129.87,149.49,279.36
1893,"52",133.91,156.73,290.64
1893,"53",138.84,164.05,302.89
1893,"54",144.67,171.43,316.1
1893,"55",151.19,178.75,329.94
1893,"56",157.69,185.58,343.27
1893,"57",164,191.81,355.81
1893,"58",170.11,197.42,367.53
1893,"59",176.01,202.42,378.43
1893,"60",182.46,207.53,389.99
1893,"61",192.5,215.6,408.1
1893,"62",206.87,227.33,434.2
1893,"63",225.57,242.73,468.3
1893,"64",248.6,261.81,510.41
1893,"65",274.37,283.15,557.52
1893,"66",296.45,301.03,597.48
1893,"67",313.28,314.06,627.34
1893,"68",324.82,322.22,647.04
1893,"69",331.08,325.53,656.61
1893,"70",333.17,324.68,657.85
1893,"71",335.37,322.48,657.85
1893,"72",338.78,319.64,658.42
1893,"73",343.42,316.16,659.58
1893,"74",349.26,312.05,661.31
1893,"75",355.11,306.93,662.04
1893,"76",356.16,299.37,655.53
1893,"77",351.21,289,640.21
1893,"78",340.25,275.83,616.08
1893,"79",323.28,259.86,583.14
1893,"80",301.46,241.52,542.98
1893,"81",279.41,222.55,501.96
1893,"82",258.28,203.39,461.67
1893,"83",238.07,184.04,422.11
